#	Sample ID	User name	Date and Time	Nucleic Acid Conc.	Unit	A260	A280	260/280	260/230	Sample Type	Factor
1	0.0	Eric Jinglong Ma	10/18/2016 3:44:22 PM	33.3	ng/µl	0.666	0.308	2.16	0.10	DNA	50.00
2	0.1	Eric Jinglong Ma	10/18/2016 3:44:50 PM	19.1	ng/µl	0.383	0.155	2.46	0.04	DNA	50.00
3	0.2	Eric Jinglong Ma	10/18/2016 3:45:09 PM	16.2	ng/µl	0.323	0.114	2.83	0.03	DNA	50.00
4	0.3	Eric Jinglong Ma	10/18/2016 3:45:30 PM	9.7	ng/µl	0.194	0.040	4.91	0.03	DNA	50.00
5	0.4	Eric Jinglong Ma	10/18/2016 3:45:49 PM	11.8	ng/µl	0.236	0.061	3.85	0.02	DNA	50.00
6	0.5	Eric Jinglong Ma	10/18/2016 3:46:12 PM	14.4	ng/µl	0.288	0.109	2.65	0.07	DNA	50.00
